city,city_ascii,state_name,lat,lng
Dallas,Dallas,Oregon,44.9221,-123.313
Myrtle Grove,Myrtle Grove,Florida,30.4158,-87.3027
Adelphi,Adelphi,Maryland,39.0017,-76.9649
Heber,Heber,Utah,40.507,-111.3986
Hampton Bays,Hampton Bays,New York,40.8695,-72.5225
Bridgeview,Bridgeview,Illinois,41.7403,-87.8067
Ashwaubenon,Ashwaubenon,Wisconsin,44.4796,-88.0889
Powder Springs,Powder Springs,Georgia,33.8659,-84.684
McKinleyville,McKinleyville,California,40.9488,-124.0857
Laconia,Laconia,New Hampshire,43.5725,-71.4775
Belle Glade,Belle Glade,Florida,26.6916,-80.6656
Colonial Park,Colonial Park,Pennsylvania,40.2987,-76.8069
Farmingville,Farmingville,New York,40.839,-73.0404
New Milford,New Milford,New Jersey,40.9337,-74.0196
Marion,Marion,Illinois,37.7345,-88.942
Pampa,Pampa,Texas,35.5479,-100.9651
Mount Vernon,Mount Vernon,Ohio,40.3854,-82.4737
Moraga,Moraga,California,37.8439,-122.1225
Defiance,Defiance,Ohio,41.2813,-84.3657
Bostonia,Bostonia,California,32.8189,-116.948
Damascus,Damascus,Maryland,39.2701,-77.1957
Hot Springs Village,Hot Springs Village,Arkansas,34.6566,-92.9643
Mattoon,Mattoon,Illinois,39.4774,-88.3623
Washougal,Washougal,Washington,45.5825,-122.3451
Long Beach,Long Beach,Mississippi,30.3608,-89.1651
Truckee,Truckee,California,39.3455,-120.1848
Palmetto Estates,Palmetto Estates,Florida,25.6211,-80.3616
Sunland Park,Sunland Park,New Mexico,31.8201,-106.5958
Humacao,Humacao,Puerto Rico,18.152,-65.8204
Havelock,Havelock,North Carolina,34.9078,-76.8987
Donna,Donna,Texas,26.1468,-98.0559
New Port Richey,New Port Richey,Florida,28.2468,-82.717
Centerville,Centerville,Utah,40.9284,-111.8848
Kings Park,Kings Park,New York,40.8881,-73.2475
Vincennes,Vincennes,Indiana,38.6759,-87.5102
La Vista,La Vista,Nebraska,41.1816,-96.0664
Firestone,Firestone,Colorado,40.1565,-104.9494
Richmond Hill,Richmond Hill,Georgia,31.9012,-81.3125
Westchester,Westchester,Illinois,41.8492,-87.8906
Holly Springs,Holly Springs,Georgia,34.1681,-84.4847
Murraysville,Murraysville,North Carolina,34.2919,-77.8429
Ferndale,Ferndale,Maryland,39.1869,-76.6331
Hueytown,Hueytown,Alabama,33.4239,-87.022
Beaver Dam,Beaver Dam,Wisconsin,43.4688,-88.8309
Calera,Calera,Alabama,33.1254,-86.7449
Lake Mary,Lake Mary,Florida,28.7592,-81.336
Glenmont,Glenmont,Maryland,39.0698,-77.0467
Millbrook,Millbrook,Alabama,32.5027,-86.3737
Red Wing,Red Wing,Minnesota,44.5817,-92.6036
Bull Run,Bull Run,Virginia,38.7802,-77.5204
Clearlake,Clearlake,California,38.9589,-122.633
Morton,Morton,Illinois,40.6135,-89.4669
Three Lakes,Three Lakes,Florida,25.6415,-80.4
Rio Linda,Rio Linda,California,38.6875,-121.4417
Wailuku,Wailuku,Hawaii,20.8834,-156.5059
Country Club Hills,Country Club Hills,Illinois,41.5636,-87.7251
Warrington,Warrington,Florida,30.3835,-87.2946
Humble,Humble,Texas,29.9921,-95.2655
Menomonie,Menomonie,Wisconsin,44.8893,-91.9084
West Richland,West Richland,Washington,46.3115,-119.3999
Ada,Ada,Oklahoma,34.7662,-96.6681
Vero Beach,Vero Beach,Florida,27.6463,-80.393
Madison,Madison,New Jersey,40.7586,-74.4169
East Highland Park,East Highland Park,Virginia,37.577,-77.3865
Ukiah,Ukiah,California,39.1464,-123.2105
Ham Lake,Ham Lake,Minnesota,45.2545,-93.2039
Jasper,Jasper,Indiana,38.3933,-86.9402
Hillcrest Heights,Hillcrest Heights,Maryland,38.8373,-76.9641
Warsaw,Warsaw,Indiana,41.2448,-85.8465
Fairburn,Fairburn,Georgia,33.5496,-84.5914
Lake Wales,Lake Wales,Florida,27.9195,-81.5961
Fillmore,Fillmore,California,34.3989,-118.9174
Ojus,Ojus,Florida,25.9563,-80.1606
Taylor,Taylor,Texas,30.5729,-97.4268
Glenn Heights,Glenn Heights,Texas,32.5506,-96.8548
Albemarle,Albemarle,North Carolina,35.3594,-80.1915
Cloverly,Cloverly,Maryland,39.1064,-76.9995
Auburndale,Auburndale,Florida,28.0963,-81.8012
Pearl River,Pearl River,New York,41.0615,-74.0047
Aberdeen,Aberdeen,Maryland,39.5151,-76.1733
Spanish Springs,Spanish Springs,Nevada,39.6568,-119.6694
Hanover,Hanover,Pennsylvania,39.8118,-76.9836
Dyer,Dyer,Indiana,41.4977,-87.509
Vienna,Vienna,Virginia,38.8996,-77.2597
Dentsville,Dentsville,South Carolina,34.0754,-80.9547
Tahlequah,Tahlequah,Oklahoma,35.9112,-94.977
Hollins,Hollins,Virginia,37.3434,-79.9534
Radford,Radford,Virginia,37.1229,-80.5587
Payson,Payson,Arizona,34.2433,-111.3195
Mercedes,Mercedes,Texas,26.1533,-97.9128
Fairview Heights,Fairview Heights,Illinois,38.5974,-90.0053
Fullerton,Fullerton,Pennsylvania,40.6309,-75.4834
North Arlington,North Arlington,New Jersey,40.7874,-74.1273
Grosse Pointe Woods,Grosse Pointe Woods,Michigan,42.4366,-82.8987
Crawfordsville,Crawfordsville,Indiana,40.0428,-86.8976
Muscle Shoals,Muscle Shoals,Alabama,34.7432,-87.6343
Mount Dora,Mount Dora,Florida,28.8142,-81.6344
Sunnyside,Sunnyside,Washington,46.3157,-120.0058
Poplar Bluff,Poplar Bluff,Missouri,36.7632,-90.4135
Douglas,Douglas,Arizona,31.3602,-109.5394
Fort Drum,Fort Drum,New York,44.045,-75.7845
Buffalo,Buffalo,Minnesota,45.1794,-93.8644
Welby,Welby,Colorado,39.8403,-104.9655
Center Point,Center Point,Alabama,33.6447,-86.6852
Glen Allen,Glen Allen,Virginia,37.666,-77.4838
Parkway,Parkway,California,38.4993,-121.452
Artesia,Artesia,California,33.8676,-118.0805
Chickasha,Chickasha,Oklahoma,35.0409,-97.9474
Opa-locka,Opa-locka,Florida,25.8997,-80.2551
Hermitage,Hermitage,Pennsylvania,41.2305,-80.4413
Lemay,Lemay,Missouri,38.5325,-90.2845
Walnut Park,Walnut Park,California,33.9682,-118.222
Stallings,Stallings,North Carolina,35.1088,-80.6598
Mastic Beach,Mastic Beach,New York,40.7664,-72.8369
Berea,Berea,South Carolina,34.8802,-82.465
Griffith,Griffith,Indiana,41.5277,-87.4239
Ocean Pointe,Ocean Pointe,Hawaii,21.3145,-158.0289
Dyersburg,Dyersburg,Tennessee,36.0465,-89.3777
South Houston,South Houston,Texas,29.6611,-95.2285
Hibbing,Hibbing,Minnesota,47.398,-92.9486
River Falls,River Falls,Wisconsin,44.8609,-92.6247
Four Corners,Four Corners,Oregon,44.929,-122.9732
Troutdale,Troutdale,Oregon,45.5372,-122.3955
Sikeston,Sikeston,Missouri,36.8854,-89.5877
Sayville,Sayville,New York,40.7478,-73.084
La Grange,La Grange,Illinois,41.8072,-87.8741
Saraland,Saraland,Alabama,30.8479,-88.1004
Ripon,Ripon,California,37.7417,-121.131
Bellevue,Bellevue,Wisconsin,44.4592,-87.955
South River,South River,New Jersey,40.4455,-74.3783
Seymour,Seymour,Tennessee,35.8783,-83.7669
Eloy,Eloy,Arizona,32.747,-111.5992
Mount Pleasant,Mount Pleasant,Texas,33.1586,-94.9727
Dickson,Dickson,Tennessee,36.0637,-87.3665
Gardendale,Gardendale,Alabama,33.6677,-86.8069
Grovetown,Grovetown,Georgia,33.4503,-82.2073
Stone Ridge,Stone Ridge,Virginia,38.9294,-77.5557
Lady Lake,Lady Lake,Florida,28.9241,-81.9299
Bay Village,Bay Village,Ohio,41.4851,-81.9317
Fort Mohave,Fort Mohave,Arizona,35.0004,-114.5748
Hewitt,Hewitt,Texas,31.452,-97.196
Sulphur Springs,Sulphur Springs,Texas,33.1421,-95.6122
Mountain Home,Mountain Home,Idaho,43.1324,-115.697
Azalea Park,Azalea Park,Florida,28.5473,-81.2956
Americus,Americus,Georgia,32.0736,-84.2248
Lithia Springs,Lithia Springs,Georgia,33.7811,-84.6487
Grandville,Grandville,Michigan,42.9004,-85.7564
Fort Hunt,Fort Hunt,Virginia,38.7361,-77.0589
Youngsville,Youngsville,Louisiana,30.0963,-91.9968
The Dalles,The Dalles,Oregon,45.6053,-121.1818
Washington,Washington,Illinois,40.705,-89.434
Dublin,Dublin,Georgia,32.536,-82.928
St. Simons,St. Simons,Georgia,31.1775,-81.3857
Kerman,Kerman,California,36.7248,-120.0625
Clarksburg,Clarksburg,West Virginia,39.2862,-80.3232
Frankfort,Frankfort,Indiana,40.281,-86.5212
Viera West,Viera West,Florida,28.2467,-80.7387
Coos Bay,Coos Bay,Oregon,43.3789,-124.233
Marco Island,Marco Island,Florida,25.933,-81.6993
Summerfield,Summerfield,Maryland,38.9042,-76.8678
Bellmore,Bellmore,New York,40.6569,-73.5285
Middleburg Heights,Middleburg Heights,Ohio,41.3696,-81.815
Alpine,Alpine,California,32.8439,-116.7585
Brooklyn Park,Brooklyn Park,Maryland,39.217,-76.6174
Fremont,Fremont,Ohio,41.3535,-83.1147
Floral Park,Floral Park,New York,40.7227,-73.7029
Highland Village,Highland Village,Texas,33.0897,-97.0615
Prospect Heights,Prospect Heights,Illinois,42.1039,-87.9267
Seaford,Seaford,New York,40.6678,-73.4922
Jamestown,Jamestown,North Dakota,46.9063,-98.6937
Gatesville,Gatesville,Texas,31.4445,-97.7317
Indianola,Indianola,Iowa,41.3629,-93.5652
Overland,Overland,Missouri,38.6966,-90.3689
Hugo,Hugo,Minnesota,45.1671,-92.9588
Elkton,Elkton,Maryland,39.6066,-75.8209
Seven Oaks,Seven Oaks,South Carolina,34.0475,-81.1435
Port Orchard,Port Orchard,Washington,47.5163,-122.661
Rutland,Rutland,Vermont,43.6092,-72.9783
Opelousas,Opelousas,Louisiana,30.5252,-92.0816
Niceville,Niceville,Florida,30.529,-86.4748
Westbury,Westbury,New York,40.7599,-73.5891
Waterville,Waterville,Maine,44.5441,-69.6624
Thibodaux,Thibodaux,Louisiana,29.7949,-90.8146
Susanville,Susanville,California,40.4206,-120.6132
Wildwood,Wildwood,Florida,28.7752,-82.0075
Live Oak,Live Oak,Texas,29.5545,-98.3404
Whitewater,Whitewater,Wisconsin,42.8372,-88.7341
Lynden,Lynden,Washington,48.9502,-122.4545
Wolf Trap,Wolf Trap,Virginia,38.9395,-77.2842
Hayden,Hayden,Idaho,47.768,-116.804
Southern Pines,Southern Pines,North Carolina,35.1927,-79.4039
Weston,Weston,Wisconsin,44.8906,-89.5487
Newton,Newton,Iowa,41.6963,-93.0403
Grain Valley,Grain Valley,Missouri,39.0171,-94.2084
Mount Clemens,Mount Clemens,Michigan,42.5977,-82.8821
Hartford,Hartford,Wisconsin,43.3223,-88.3784
Mitchell,Mitchell,South Dakota,43.7294,-98.0337
Chubbuck,Chubbuck,Idaho,42.9263,-112.4623
Coto de Caza,Coto de Caza,California,33.5959,-117.586
Longwood,Longwood,Florida,28.7014,-81.3487
Fort Leonard Wood,Fort Leonard Wood,Missouri,37.7562,-92.1274
Shively,Shively,Kentucky,38.197,-85.8136
Princeton Meadows,Princeton Meadows,New Jersey,40.3347,-74.5651
Red Hill,Red Hill,South Carolina,33.7777,-79.0111
Dixon,Dixon,Illinois,41.8439,-89.4794
Southchase,Southchase,Florida,28.3793,-81.3903
New Haven,New Haven,Indiana,41.0676,-85.0174
Scottsboro,Scottsboro,Alabama,34.6438,-86.0491
Greenwood Village,Greenwood Village,Colorado,39.6153,-104.9131
Los Osos,Los Osos,California,35.3065,-120.8242
Rendon,Rendon,Texas,32.5789,-97.2349
La Palma,La Palma,California,33.8504,-118.0407
Aldine,Aldine,Texas,29.9123,-95.3784
Batavia,Batavia,New York,42.9987,-78.1802
Rossville,Rossville,Maryland,39.3572,-76.4767
Cherryland,Cherryland,California,37.6792,-122.1038
Carthage,Carthage,Missouri,37.1503,-94.3225
White Oak,White Oak,Maryland,39.0451,-76.9885
White Center,White Center,Washington,47.5086,-122.3479
Traverse City,Traverse City,Michigan,44.7546,-85.6038
Andover,Andover,Kansas,37.6873,-97.1352
Greeneville,Greeneville,Tennessee,36.168,-82.8197
Bemidji,Bemidji,Minnesota,47.4828,-94.8797
Northview,Northview,Michigan,43.0427,-85.6016
Yankton,Yankton,South Dakota,42.8901,-97.3927
Dayton,Dayton,Nevada,39.2592,-119.5653
Hartselle,Hartselle,Alabama,34.4391,-86.9396
Glasgow,Glasgow,Delaware,39.6015,-75.7473
Berea,Berea,Kentucky,37.5904,-84.2898
Grimes,Grimes,Iowa,41.6779,-93.7947
Jackson,Jackson,Missouri,37.3792,-89.6522
Bradley,Bradley,Illinois,41.1641,-87.8452
Homosassa Springs,Homosassa Springs,Florida,28.8119,-82.5392
Discovery Bay,Discovery Bay,California,37.9063,-121.599
Eden,Eden,North Carolina,36.5027,-79.7412
Uvalde,Uvalde,Texas,29.2152,-99.7782
Manor,Manor,Texas,30.3562,-97.5227
Fruitville,Fruitville,Florida,27.3328,-82.4616
Franklin Park,Franklin Park,Pennsylvania,40.5903,-80.0999
Tenafly,Tenafly,New Jersey,40.9176,-73.9532
Ladson,Ladson,South Carolina,33.0093,-80.1078
Harper Woods,Harper Woods,Michigan,42.439,-82.9293
Norridge,Norridge,Illinois,41.9637,-87.8231
Chaparral,Chaparral,New Mexico,32.0442,-106.406
Palmer Ranch,Palmer Ranch,Florida,27.2286,-82.4672
Vincent,Vincent,California,34.0983,-117.9238
Rio Grande City,Rio Grande City,Texas,26.3808,-98.8215
Vail,Vail,Arizona,32.0217,-110.6937
Springdale,Springdale,New Jersey,39.8769,-74.9724
Palmview,Palmview,Texas,26.2318,-98.3823
Asbury Park,Asbury Park,New Jersey,40.2226,-74.0119
Melissa,Melissa,Texas,33.2891,-96.5573
Glenn Dale,Glenn Dale,Maryland,38.9833,-76.804
Wilmington Island,Wilmington Island,Georgia,32.0033,-80.9752
Johnson City,Johnson City,New York,42.123,-75.9624
Macomb,Macomb,Illinois,40.4709,-90.6807
Phillipsburg,Phillipsburg,New Jersey,40.6894,-75.1821
Monroe,Monroe,Ohio,39.4461,-84.3667
Chelsea,Chelsea,Alabama,33.3262,-86.63
Davidson,Davidson,North Carolina,35.484,-80.8247
Beech Grove,Beech Grove,Indiana,39.7157,-86.0871
Gulf Shores,Gulf Shores,Alabama,30.2764,-87.7017
Greenlawn,Greenlawn,New York,40.8632,-73.3646
Ewa Beach,Ewa Beach,Hawaii,21.3181,-158.0073
Yauco,Yauco,Puerto Rico,18.0344,-66.8615
Kenmore,Kenmore,New York,42.9646,-78.8713
Berkley,Berkley,Michigan,42.4986,-83.1853
Roanoke Rapids,Roanoke Rapids,North Carolina,36.4452,-77.649
Depew,Depew,New York,42.9118,-78.7043
Vandalia,Vandalia,Ohio,39.8791,-84.193
Ferndale,Ferndale,Washington,48.8526,-122.5894
New Cassel,New Cassel,New York,40.7602,-73.5649
Gloversville,Gloversville,New York,43.0491,-74.3465
Hendersonville,Hendersonville,North Carolina,35.3247,-82.4575
Pacific Grove,Pacific Grove,California,36.6188,-121.9259
Tonawanda,Tonawanda,New York,43.0105,-78.8805
Canyon,Canyon,Texas,34.9911,-101.919
Eggertsville,Eggertsville,New York,42.9665,-78.8065
West Park,West Park,Florida,25.984,-80.1923
Talladega,Talladega,Alabama,33.4333,-86.0986
Hazel Park,Hazel Park,Michigan,42.4619,-83.0977
Front Royal,Front Royal,Virginia,38.926,-78.1838
Spring Creek,Spring Creek,Nevada,40.745,-115.5983
Royse City,Royse City,Texas,32.9762,-96.3175
Mineral Wells,Mineral Wells,Texas,32.8169,-98.0776
Glasgow,Glasgow,Kentucky,37.0048,-85.9263
Frederick,Frederick,Colorado,40.1088,-104.9701
Monroe,Monroe,Georgia,33.799,-83.7161
South Farmingdale,South Farmingdale,New York,40.7175,-73.4473
Lebanon,Lebanon,Missouri,37.6717,-92.6603
Lockhart,Lockhart,Florida,28.627,-81.4354
California City,California City,California,35.1578,-117.8721
Worthington,Worthington,Ohio,40.095,-83.0209
Henderson,Henderson,North Carolina,36.3256,-78.4151
Buda,Buda,Texas,30.0758,-97.8487
Highland Park,Highland Park,New Jersey,40.5006,-74.4283
Laurinburg,Laurinburg,North Carolina,34.7602,-79.4773
Great Falls,Great Falls,Virginia,39.011,-77.3013
Mastic,Mastic,New York,40.8096,-72.8479
West University Place,West University Place,Texas,29.7157,-95.4321
Lakeland North,Lakeland North,Washington,47.3374,-122.2812
Weigelstown,Weigelstown,Pennsylvania,39.9852,-76.8306
Metuchen,Metuchen,New Jersey,40.5424,-74.3628
Hereford,Hereford,Texas,34.8225,-102.4001
Fairview,Fairview,New Jersey,40.8182,-74.0022
Riverdale,Riverdale,Georgia,33.5639,-84.4103
East Rancho Dominguez,East Rancho Dominguez,California,33.8949,-118.1956
Hickory Hills,Hickory Hills,Illinois,41.7248,-87.828
Lake Arbor,Lake Arbor,Maryland,38.9105,-76.8304
Swansea,Swansea,Illinois,38.5507,-89.9858
Highland Springs,Highland Springs,Virginia,37.5516,-77.3285
Oldsmar,Oldsmar,Florida,28.0506,-82.6698
Greensburg,Greensburg,Pennsylvania,40.3113,-79.5445
Boulder City,Boulder City,Nevada,35.8407,-114.9257
Red Oak,Red Oak,Texas,32.5212,-96.7866
Sterling,Sterling,Illinois,41.7996,-89.6956
Forest City,Forest City,Florida,28.6619,-81.4444
Salida,Salida,California,37.7083,-121.0842
Belmont,Belmont,North Carolina,35.2212,-81.0401
Lemon Hill,Lemon Hill,California,38.5172,-121.4573
Fort Payne,Fort Payne,Alabama,34.4559,-85.6965
Tanque Verde,Tanque Verde,Arizona,32.2687,-110.7437
Whitefish Bay,Whitefish Bay,Wisconsin,43.1131,-87.9003
Waunakee,Waunakee,Wisconsin,43.1829,-89.4447
Alexander City,Alexander City,Alabama,32.9229,-85.9358
Williamstown,Williamstown,New Jersey,39.6874,-74.9786
Washington,Washington,Missouri,38.5515,-91.0154
Clarksdale,Clarksdale,Mississippi,34.1933,-90.5693
Piney Green,Piney Green,North Carolina,34.7498,-77.3208
Hudson,Hudson,Wisconsin,44.9639,-92.7312
Deming,Deming,New Mexico,32.2631,-107.7525
Havre de Grace,Havre de Grace,Maryland,39.548,-76.1146
Lilburn,Lilburn,Georgia,33.8897,-84.1364
Mount Vernon,Mount Vernon,Illinois,38.314,-88.9174
Ramsey,Ramsey,New Jersey,41.0595,-74.1454
Hammonton,Hammonton,New Jersey,39.6572,-74.7678
Great Bend,Great Bend,Kansas,38.3593,-98.8015
Greendale,Greendale,Wisconsin,42.9371,-88.0018
Isla Vista,Isla Vista,California,34.4128,-119.8614
Antioch,Antioch,Illinois,42.4742,-88.0721
Gladeview,Gladeview,Florida,25.8395,-80.2368
Hershey,Hershey,Pennsylvania,40.2806,-76.6458
Owosso,Owosso,Michigan,42.9955,-84.176
Fraser,Fraser,Michigan,42.5388,-82.9496
Lake Stickney,Lake Stickney,Washington,47.8733,-122.2582
North New Hyde Park,North New Hyde Park,New York,40.746,-73.6876
Flower Hill,Flower Hill,Maryland,39.1676,-77.1824
Parlier,Parlier,California,36.6087,-119.5434
Chippewa Falls,Chippewa Falls,Wisconsin,44.9358,-91.3902
Groveton,Groveton,Virginia,38.7605,-77.098
Hutchinson,Hutchinson,Minnesota,44.8855,-94.3768
Broadlands,Broadlands,Virginia,39.0168,-77.5167
Red Bluff,Red Bluff,California,40.1735,-122.2413
Falls Church,Falls Church,Virginia,38.8847,-77.1751
Port Royal,Port Royal,South Carolina,32.3557,-80.7029
Key Biscayne,Key Biscayne,Florida,25.6908,-80.1653
Salem Lakes,Salem Lakes,Wisconsin,42.5366,-88.1306
Belvedere Park,Belvedere Park,Georgia,33.7489,-84.2599
Clarkston,Clarkston,Georgia,33.8117,-84.2403
Moultrie,Moultrie,Georgia,31.1591,-83.7708
Reidsville,Reidsville,North Carolina,36.3376,-79.6725
Middlesex,Middlesex,New Jersey,40.5744,-74.5011
Corinth,Corinth,Mississippi,34.9474,-88.5143
Lebanon,Lebanon,New Hampshire,43.6353,-72.2531
McCalla,McCalla,Alabama,33.3023,-87.0302
Morris,Morris,Illinois,41.3749,-88.4304
Lockhart,Lockhart,Texas,29.8785,-97.6831
Santaquin,Santaquin,Utah,39.9708,-111.7941
Scottsbluff,Scottsbluff,Nebraska,41.8684,-103.6616
Jasper,Jasper,Alabama,33.8508,-87.271
Robbinsdale,Robbinsdale,Minnesota,45.0261,-93.3332
Short Hills,Short Hills,New Jersey,40.7389,-74.3278
West Freehold,West Freehold,New Jersey,40.2324,-74.2943
Monticello,Monticello,Minnesota,45.2991,-93.7996
Anderson Creek,Anderson Creek,North Carolina,35.2657,-78.958
Nolensville,Nolensville,Tennessee,35.9572,-86.6719
Chatham,Chatham,Illinois,39.6733,-89.6934
Black Forest,Black Forest,Colorado,39.0608,-104.6752
Cayey,Cayey,Puerto Rico,18.115,-66.163
Brainerd,Brainerd,Minnesota,46.3553,-94.1983
Hopatcong,Hopatcong,New Jersey,40.9541,-74.6593
Halawa,Halawa,Hawaii,21.3753,-157.9185
Minneola,Minneola,Florida,28.6067,-81.7322
Dumas,Dumas,Texas,35.8613,-101.9642
North Auburn,North Auburn,California,38.9306,-121.082
Lindenhurst,Lindenhurst,Illinois,42.4175,-88.0257
Alexandria,Alexandria,Minnesota,45.8776,-95.3767
Sierra Vista Southeast,Sierra Vista Southeast,Arizona,31.4525,-110.216
Edgewater,Edgewater,New Jersey,40.8237,-73.974
Washington Court House,Washington Court House,Ohio,39.5381,-83.4281
Lake Wylie,Lake Wylie,South Carolina,35.0997,-81.0678
Natchez,Natchez,Mississippi,31.5437,-91.3867
Moorestown-Lenola,Moorestown-Lenola,New Jersey,39.9659,-74.9643
Elizabethton,Elizabethton,Tennessee,36.3367,-82.237
Ozark,Ozark,Alabama,31.4508,-85.6473
Mercerville,Mercerville,New Jersey,40.236,-74.6917
Pineville,Pineville,Louisiana,31.3414,-92.4096
Alamo,Alamo,California,37.8548,-122.0136
Bradley Gardens,Bradley Gardens,New Jersey,40.5711,-74.6678
Livingston,Livingston,California,37.3875,-120.7248
Arlington,Arlington,Tennessee,35.2594,-89.668
